Oguz,0,densenet121,adv,Beagle,English foxhound,,stimuli/adv/densenet121/n02089973/n02089973_8061.JPEG
Oguz,1,resnet50,adv,Old English sheepdog,Old English sheepdog,,stimuli/adv/resnet50/n02105641/n02105641_2092.JPEG
Oguz,2,convnext_tiny,adv,Dingo,Samoyed,,stimuli/adv/convnext_tiny/n02111889/n02111889_1890.JPEG
Oguz,3,convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384,adv,Border terrier,Border terrier,,stimuli/adv/convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384/n02093754/n02093754_7370.JPEG
Oguz,4,convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384,adv,Australian terrier,Dingo,,stimuli/adv/convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384/n02115641/n02115641_7620.JPEG
Oguz,5,none,clean,Shih-Tzu,Shih-Tzu,,stimuli/clean/n02086240/n02086240_12501.JPEG
Oguz,6,convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384,adv,Border terrier,Border terrier,,stimuli/adv/convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384/n02093754/n02093754_4420.JPEG
Oguz,7,resnet50,adv,Border terrier,Beagle,,stimuli/adv/resnet50/n02088364/n02088364_1341.JPEG
Oguz,8,densenet121,adv,Golden retriever,Dingo,,stimuli/adv/densenet121/n02115641/n02115641_7360.JPEG
Oguz,9,resnet18,adv,Border terrier,Beagle,,stimuli/adv/resnet18/n02088364/n02088364_7062.JPEG
Oguz,10,convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384,adv,Shih-Tzu,Australian terrier,,stimuli/adv/convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384/n02096294/n02096294_830.JPEG
Oguz,11,none,clean,English foxhound,Dingo,,stimuli/clean/n02115641/n02115641_22391.JPEG
Oguz,12,convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384,adv,Australian terrier,Border terrier,,stimuli/adv/convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384/n02093754/n02093754_3912.JPEG
Oguz,13,densenet121,adv,Golden retriever,Australian terrier,,stimuli/adv/densenet121/n02096294/n02096294_6911.JPEG
Oguz,14,resnet18,adv,Old English sheepdog,Old English sheepdog,,stimuli/adv/resnet18/n02105641/n02105641_10861.JPEG
Oguz,15,convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384,adv,Dingo,Shih-Tzu,,stimuli/adv/convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384/n02086240/n02086240_262.JPEG
Oguz,16,convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384,adv,Border terrier,Dingo,,stimuli/adv/convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384/n02115641/n02115641_6161.JPEG
Oguz,17,resnet50,adv,Border terrier,English foxhound,,stimuli/adv/resnet50/n02089973/n02089973_3571.JPEG
Oguz,18,resnet50,adv,Samoyed,Australian terrier,,stimuli/adv/resnet50/n02096294/n02096294_4232.JPEG
Oguz,19,convnext_tiny,adv,Rhodesian ridgeback,Australian terrier,,stimuli/adv/convnext_tiny/n02096294/n02096294_4991.JPEG
Oguz,20,resnet50,adv,Rhodesian ridgeback,Shih-Tzu,,stimuli/adv/resnet50/n02086240/ILSVRC2012_val_00036602.JPEG
Oguz,21,convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384,adv,Beagle,Shih-Tzu,,stimuli/adv/convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384/n02086240/n02086240_11901.JPEG
Oguz,22,resnet50,adv,Golden retriever,Golden retriever,,stimuli/adv/resnet50/n02099601/n02099601_5641.JPEG
Oguz,23,densenet121,adv,Old English sheepdog,Old English sheepdog,,stimuli/adv/densenet121/n02105641/n02105641_14402.JPEG
Oguz,24,convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384,adv,Old English sheepdog,Old English sheepdog,,stimuli/adv/convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384/n02105641/n02105641_10300.JPEG
Oguz,25,convnext_tiny,adv,Australian terrier,Border terrier,,stimuli/adv/convnext_tiny/n02093754/n02093754_4452.JPEG
Oguz,26,convnext_tiny,adv,Dingo,Dingo,,stimuli/adv/convnext_tiny/n02115641/n02115641_6940.JPEG
Oguz,27,resnet50,adv,Border terrier,Beagle,,stimuli/adv/resnet50/n02088364/ILSVRC2012_val_00036340.JPEG
Oguz,28,resnet18,adv,Old English sheepdog,Border terrier,,stimuli/adv/resnet18/n02093754/n02093754_1882.JPEG
Oguz,29,densenet121,adv,Old English sheepdog,Samoyed,,stimuli/adv/densenet121/n02111889/n02111889_3221.JPEG
Oguz,30,densenet121,adv,Golden retriever,Golden retriever,,stimuli/adv/densenet121/n02099601/n02099601_1332.JPEG
Oguz,31,resnet50,adv,Border terrier,English foxhound,,stimuli/adv/resnet50/n02089973/n02089973_2150.JPEG
Oguz,32,none,clean,Shih-Tzu,Shih-Tzu,,stimuli/clean/n02086240/n02086240_7261.JPEG
Oguz,33,none,clean,Australian terrier,Border terrier,,stimuli/clean/n02093754/n02093754_3152.JPEG
Oguz,34,densenet121,adv,Shih-Tzu,Shih-Tzu,,stimuli/adv/densenet121/n02086240/n02086240_870.JPEG
Oguz,35,resnet18,adv,Golden retriever,Golden retriever,,stimuli/adv/resnet18/n02099601/n02099601_6272.JPEG
Oguz,36,convnext_tiny,adv,Samoyed,Samoyed,,stimuli/adv/convnext_tiny/n02111889/n02111889_1660.JPEG
Oguz,37,resnet18,adv,Beagle,Rhodesian ridgeback,,stimuli/adv/resnet18/n02087394/n02087394_7480.JPEG
Oguz,38,densenet121,adv,Golden retriever,Golden retriever,,stimuli/adv/densenet121/n02099601/n02099601_5382.JPEG
Oguz,39,densenet121,adv,Border terrier,English foxhound,,stimuli/adv/densenet121/n02089973/n02089973_3312.JPEG
Oguz,40,convnext_tiny,adv,Shih-Tzu,Shih-Tzu,,stimuli/adv/convnext_tiny/n02086240/n02086240_2961.JPEG
Oguz,41,densenet121,adv,Old English sheepdog,Australian terrier,,stimuli/adv/densenet121/n02096294/n02096294_3971.JPEG
Oguz,42,resnet18,adv,Australian terrier,Rhodesian ridgeback,,stimuli/adv/resnet18/n02087394/n02087394_10992.JPEG
Oguz,43,densenet121,adv,Border terrier,English foxhound,,stimuli/adv/densenet121/n02089973/n02089973_4960.JPEG
Oguz,44,resnet50,adv,Border terrier,English foxhound,,stimuli/adv/resnet50/n02089973/n02089973_6412.JPEG
Oguz,45,densenet121,adv,Old English sheepdog,Old English sheepdog,,stimuli/adv/densenet121/n02105641/n02105641_9321.JPEG
Oguz,46,convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384,adv,Golden retriever,Samoyed,,stimuli/adv/convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384/n02111889/n02111889_11571.JPEG
Oguz,47,convnext_tiny,adv,Shih-Tzu,Samoyed,,stimuli/adv/convnext_tiny/n02111889/n02111889_1822.JPEG
Oguz,48,convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384,adv,Rhodesian ridgeback,Australian terrier,,stimuli/adv/convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384/n02096294/n02096294_10190.JPEG
Oguz,49,none,clean,Golden retriever,Rhodesian ridgeback,,stimuli/clean/n02087394/n02087394_5650.JPEG
Oguz,50,convnext_tiny,adv,Australian terrier,Australian terrier,,stimuli/adv/convnext_tiny/n02096294/n02096294_2920.JPEG
Oguz,51,convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384,adv,Border terrier,Beagle,,stimuli/adv/convnext_large_mlp.clip_laion2b_augreg_ft_in1k_384/n02088364/n02088364_7281.JPEG
